,Cues,Targets,Target Normed?,Sample Size,# Subjects Producing Target ,Forward Strength,Backward Strength,Mediated Strength,# Mediated Associates,# Potential Non-Normed Mediators,Shared Associate Strength,# Shared Associates,Cue Set Size,# Cue Competitors,Cue Competitor Strength,Cue Frequency (K&F),Cue Concreteness(Scale 1-7),Cue Homograph? (Letter=Yes),Cue Part of Speech,Mean Cue Connectivity,Cue Connectivity Strength,Cue Resonance Probability,Cue Resonance Strength,Target Set Size,# Target Competitors,Target Competitor Strength,Target Frequency (K&F),Target Concreteness(Scale 1-7),Target Homograph? (Letter=Yes),Target Part of Speech,Mean Target Connectivity,Target Connectivity Strength,Target Resonance Probability,Target Resonance Strength,# of Other Associate Links to Target,Strength of Other Associate Links to Target
2319,ANXIETY,SCARED,YES,142.0,2.0,0.014,0,0.059,8.0,0.0,0.0079,2.0,19.0,10.0,0.26,42.0,1.63,,N,2.84,3.41,0.26,1.16,12,9,0.619,21,missing,,V,1.18,1.17,0.46,2.26,missing,missing
2320,ANXIETY,SCHOOL,YES,142.0,3.0,0.021,0,0.005,6.0,0.0,0.0,0.0,19.0,12.0,0.5,42.0,1.63,,N,2.84,3.41,0.26,1.16,22,20,0.805,492,5.25,T,N,3.35,4.18,0.7,2.65,missing,missing
2321,ANXIETY,STRESS,YES,142.0,11.0,0.077,0.079,0.014,7.0,0.0,0.006,7.0,19.0,9.0,0.31,42.0,1.63,,N,2.84,3.41,0.26,1.16,23,15,0.434,107,3.26,W,N,2.65,3.26,0.44,2.06,7,0.442
2322,ANXIETY,TENSE,YES,142.0,3.0,0.021,0,0.016,3.0,0.0,0.034,5.0,19.0,11.0,0.359,42.0,1.63,,N,2.84,3.41,0.26,1.16,17,10,0.365,15,3.61,G,AJ,1.87,3.18,0.33,1.39,missing,missing
2323,ANXIETY,UPSET,YES,142.0,4.0,0.028,0,0.001,3.0,0.0,0.0018,1.0,19.0,14.0,0.485,42.0,1.63,,N,2.84,3.41,0.26,1.16,12,11,0.806,14,3.18,T,V,2.5,5.77,0.42,1.12,missing,missing
2324,ANXIETY,WORRY,YES,142.0,5.0,0.035,0,0.006,5.0,0.0,0.0111,5.0,19.0,12.0,0.387,42.0,1.63,,N,2.84,3.41,0.26,1.16,24,15,0.463,55,2.8,,V,1.65,5.79,0.4,1.57,missing,missing
2325,ANXIOUS,AFRAID,YES,148.0,2.0,0.014,0,0.003,1.0,3.0,0.0,0.0,19.0,14.0,0.799,29.0,2.44,,AJ,2.75,3.58,0.5,1.35,9,9,0.82,57,3.32,,AJ,1.44,2.24,0.44,1.23,missing,missing
2326,ANXIOUS,ANXIETY,YES,148.0,4.0,0.027,0.021,0.001,1.0,3.0,0.051,7.0,19.0,8.0,0.205,29.0,2.44,,AJ,2.75,3.58,0.5,1.35,19,11,0.366,42,1.63,,N,2.84,3.41,0.26,1.16,1,0.079
2327,ANXIOUS,AWAITING,NO,148.0,3.0,0.02,missing,0.0,0.0,0.0,0.0,0.0,19.0,16.0,0.833,29.0,2.44,,AJ,2.75,3.58,0.5,1.35,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
2328,ANXIOUS,CALM,YES,148.0,2.0,0.014,0.016,0.006,3.0,3.0,0.0249,1.0,19.0,12.0,0.44,29.0,2.44,,AJ,2.75,3.58,0.5,1.35,14,11,0.548,35,3.56,,AJ,1.62,2.65,0.62,1.71,3,0.081
2329,ANXIOUS,CURIOUS,YES,148.0,2.0,0.014,0,0.0,0.0,3.0,0.0,0.0,19.0,15.0,0.819,29.0,2.44,,AJ,2.75,3.58,0.5,1.35,18,14,0.698,46,missing,,AJ,missing,missing,missing,missing,missing,missing
2330,ANXIOUS,EAGER,YES,148.0,6.0,0.041,0.122,0.0,0.0,3.0,0.0096,4.0,19.0,11.0,0.583,29.0,2.44,,AJ,2.75,3.58,0.5,1.35,19,11,0.462,27,2.98,,AJ,1,1.96,0.19,1.1,0,0
2331,ANXIOUS,EXCITED,YES,148.0,15.0,0.101,0.033,0.003,2.0,3.0,0.0104,4.0,19.0,9.0,0.265,29.0,2.44,,AJ,2.75,3.58,0.5,1.35,19,10,0.184,23,missing,G,AJ,missing,missing,missing,missing,missing,missing
2332,ANXIOUS,HAPPY,YES,148.0,2.0,0.014,0,0.046,5.0,3.0,0.0,0.0,19.0,10.0,0.562,29.0,2.44,,AJ,2.75,3.58,0.5,1.35,8,7,0.859,98,3.51,,AJ,1.29,1.52,0.86,3.38,missing,missing
2333,ANXIOUS,HURRY,YES,148.0,7.0,0.047,0,0.007,2.0,3.0,0.0,0.0,19.0,13.0,0.698,29.0,2.44,,AJ,2.75,3.58,0.5,1.35,9,8,0.882,36,2.77,,V,2.38,3.82,0.25,1.33,missing,missing
2334,ANXIOUS,HYPERACTIVE,NO,148.0,2.0,0.014,missing,0.0,0.0,0.0,0.0,0.0,19.0,16.0,0.833,29.0,2.44,,AJ,2.75,3.58,0.5,1.35,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
2335,ANXIOUS,IMPATIENT,YES,148.0,7.0,0.047,0.041,0.001,1.0,3.0,0.006,1.0,19.0,13.0,0.698,29.0,2.44,,AJ,2.75,3.58,0.5,1.35,19,8,0.393,10,missing,,AJ,missing,missing,missing,missing,missing,missing
2336,ANXIOUS,JUMPY,YES,148.0,2.0,0.014,0.039,0.009,1.0,3.0,0.117,3.0,19.0,12.0,0.434,29.0,2.44,,AJ,2.75,3.58,0.5,1.35,19,11,0.249,2,missing,,AD,0.93,1.69,0.2,1.05,1,0.027
2337,ANXIOUS,NERVOUS,YES,148.0,52.0,0.351,0.062,0.017,8.0,3.0,0.0074,6.0,19.0,6.0,0.177,29.0,2.44,,AJ,2.75,3.58,0.5,1.35,19,11,0.324,24,3.3,,AJ,1.28,1.42,0.33,2.02,8,0.832
2338,ANXIOUS,RESTLESS,NO,148.0,2.0,0.014,missing,0.0,0.0,0.0,0.0,0.0,19.0,16.0,0.833,29.0,2.44,,AJ,2.75,3.58,0.5,1.35,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
2339,ANXIOUS,SCARED,YES,148.0,3.0,0.02,0,0.06,7.0,3.0,0.0034,3.0,19.0,6.0,0.177,29.0,2.44,,AJ,2.75,3.58,0.5,1.35,12,8,0.529,21,missing,,V,1.18,1.17,0.46,2.26,missing,missing
2340,ANXIOUS,STRESS,YES,148.0,2.0,0.014,0,0.02,4.0,3.0,0.0097,4.0,19.0,10.0,0.32,29.0,2.44,,AJ,2.75,3.58,0.5,1.35,23,19,0.583,107,3.26,W,N,2.65,3.26,0.44,2.06,missing,missing
2341,ANXIOUS,TENSE,YES,148.0,3.0,0.02,0,0.041,2.0,3.0,0.0873,4.0,19.0,10.0,0.32,29.0,2.44,,AJ,2.75,3.58,0.5,1.35,17,11,0.379,15,3.61,G,AJ,1.87,3.18,0.33,1.39,missing,missing
2342,ANXIOUS,UPSET,YES,148.0,2.0,0.014,0,0.002,2.0,3.0,0.0057,3.0,19.0,10.0,0.312,29.0,2.44,,AJ,2.75,3.58,0.5,1.35,12,9,0.751,14,3.18,T,V,2.5,5.77,0.42,1.12,missing,missing
2343,ANXIOUS,WORRY,YES,148.0,12.0,0.081,0.021,0.007,5.0,3.0,0.0107,4.0,19.0,9.0,0.306,29.0,2.44,,AJ,2.75,3.58,0.5,1.35,24,15,0.392,55,2.8,,V,1.65,5.79,0.4,1.57,5,0.106
3160,ASSUME,ASS,YES,152.0,6.0,0.039,0,0.0,0.0,3.0,0.0003,1.0,23.0,18.0,0.604,63.0,missing,,V,1.15,2.92,0.1,1.54,13,12,0.809,5,6.03,,N,1,1.78,0.23,1.73,missing,missing
3161,ASSUME,ASSUMPTION,NO,152.0,2.0,0.013,missing,0.0,0.0,0.0,0.0,0.0,23.0,20.0,0.656,63.0,missing,,V,1.15,2.92,0.1,1.54,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
3162,ASSUME,BELIEVE,YES,152.0,2.0,0.013,0,0.001,2.0,3.0,0.004,3.0,23.0,15.0,0.479,63.0,missing,,V,1.15,2.92,0.1,1.54,23,19,0.668,200,1.85,,V,2.45,4.8,0.27,1.29,missing,missing
3163,ASSUME,CONCLUSION,YES,152.0,4.0,0.026,0,0.0,0.0,3.0,0.0,0.0,23.0,19.0,0.63,63.0,missing,,V,1.15,2.92,0.1,1.54,8,8,0.881,59,3.25,,N,1.38,2,0.13,1.01,missing,missing
3164,ASSUME,DUMB,YES,152.0,2.0,0.013,0,0.008,2.0,3.0,0.0068,1.0,23.0,17.0,0.584,63.0,missing,,V,1.15,2.92,0.1,1.54,4,3,0.3,13,3.36,,AJ,0.5,1.08,0.75,2.11,missing,missing
3165,ASSUME,GRANT,YES,152.0,3.0,0.02,0,0.0,0.0,3.0,0.0,0.0,23.0,19.0,0.636,63.0,missing,,V,1.15,2.92,0.1,1.54,12,11,0.842,47,missing,,V,0.73,1.92,0.09,1.05,missing,missing
3166,ASSUME,GUESS,YES,152.0,23.0,0.151,0,0.009,2.0,3.0,0.0058,3.0,23.0,14.0,0.308,63.0,missing,,V,1.15,2.92,0.1,1.54,20,15,0.662,56,3.27,,V,1.67,3.58,0.17,1.77,missing,missing
3167,ASSUME,JUDGE,YES,152.0,5.0,0.033,0,0.0,0.0,3.0,0.0,0.0,23.0,19.0,0.623,63.0,missing,,V,1.15,2.92,0.1,1.54,17,17,0.755,77,6.25,,V,1.18,2.35,0.59,2.42,missing,missing
3168,ASSUME,KNOW,YES,152.0,7.0,0.046,0,0.005,3.0,3.0,0.0026,3.0,23.0,15.0,0.38,63.0,missing,,V,1.15,2.92,0.1,1.54,24,18,0.633,683,2.7,,V,1.62,5.27,0.48,1.62,missing,missing
3169,ASSUME,LIE,YES,152.0,4.0,0.026,0,0.0,1.0,3.0,0.0005,1.0,23.0,17.0,0.584,63.0,missing,,V,1.15,2.92,0.1,1.54,18,15,0.757,59,4.04,N,V,1.81,2.29,0.69,4,missing,missing
3170,ASSUME,NEVER,YES,152.0,4.0,0.026,0,0.0,0.0,3.0,0.0,0.0,23.0,19.0,0.63,63.0,missing,,V,1.15,2.92,0.1,1.54,9,9,0.78,698,2.49,,AD,1.11,1.5,0.67,2.06,missing,missing
3171,ASSUME,NOTHING,YES,152.0,4.0,0.026,0,0.0,0.0,3.0,0.0004,1.0,23.0,18.0,0.597,63.0,missing,,V,1.15,2.92,0.1,1.54,15,12,0.614,412,1.88,,N,1.62,3.72,0.69,2.36,missing,missing
3172,ASSUME,POSITION,YES,152.0,3.0,0.02,0,0.0,0.0,3.0,0.0,0.0,23.0,19.0,0.636,63.0,missing,,V,1.15,2.92,0.1,1.54,16,16,0.597,241,3.31,,N,0.94,2.34,0.13,1.13,missing,missing
3173,ASSUME,PREJUDGE,NO,152.0,2.0,0.013,missing,0.0,0.0,0.0,0.0,0.0,23.0,20.0,0.656,63.0,missing,,V,1.15,2.92,0.1,1.54,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
3174,ASSUME,PRESUME,YES,152.0,6.0,0.039,0.368,0.0,0.0,3.0,0.0114,4.0,23.0,15.0,0.374,63.0,missing,,V,1.15,2.92,0.1,1.54,9,3,0.269,3,missing,,V,1.12,1.61,0.13,1.04,0,0
3175,ASSUME,RESPONSIBILITY,YES,152.0,3.0,0.02,0,0.0,0.0,3.0,0.0,0.0,23.0,19.0,0.636,63.0,missing,,V,1.15,2.92,0.1,1.54,22,22,0.696,118,missing,,N,1.41,4.5,0.09,1.07,missing,missing
3176,ASSUME,RESUME,NO,152.0,2.0,0.013,missing,0.0,0.0,0.0,0.0,0.0,23.0,20.0,0.656,63.0,missing,,V,1.15,2.92,0.1,1.54,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
3177,ASSUME,STUPID,YES,152.0,2.0,0.013,0,0.008,2.0,3.0,0.0077,1.0,23.0,17.0,0.591,63.0,missing,,V,1.15,2.92,0.1,1.54,6,5,0.27,24,3.39,,AJ,1.67,2.43,0.83,2.64,missing,missing
3178,ASSUME,SUPPOSE,YES,152.0,4.0,0.026,0.17,0.001,1.0,3.0,0.0442,2.0,23.0,16.0,0.387,63.0,missing,,V,1.15,2.92,0.1,1.54,11,5,0.232,97,2.17,,V,1.25,1.43,0.13,1.03,1,0.013
3179,ASSUME,THINK,YES,152.0,8.0,0.053,0,0.022,6.0,3.0,0.0026,2.0,23.0,13.0,0.308,63.0,missing,,V,1.15,2.92,0.1,1.54,22,18,0.587,433,3.38,,V,2.85,5.01,0.65,2.84,missing,missing
3180,ASSUME,THOUGHT,YES,152.0,3.0,0.02,0,0.005,1.0,3.0,0.0118,1.0,23.0,18.0,0.583,63.0,missing,,V,1.15,2.92,0.1,1.54,9,8,0.44,442,1.28,,N,1.78,2.05,0.67,1.68,missing,missing
3181,ASSUME,WASHER,YES,152.0,2.0,0.013,0,0.0,0.0,3.0,0.0,0.0,23.0,19.0,0.643,63.0,missing,,V,1.15,2.92,0.1,1.54,6,6,0.949,2,missing,G,N,0.33,1.12,0.83,1.69,missing,missing
3182,ASSUME,WRONG,YES,152.0,5.0,0.033,0,0.003,3.0,3.0,0.0,0.0,23.0,16.0,0.42,63.0,missing,,V,1.15,2.92,0.1,1.54,6,6,0.88,129,2.6,,AJ,0.67,1.02,0.67,2.34,missing,missing
3183,ASTEROID,ATARI,NO,149.0,2.0,0.013,missing,0.0,0.0,0.0,0.0,0.0,13.0,10.0,0.811,1.0,missing,,N,2.3,2.35,0.1,1.05,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
3184,ASTEROID,BELT,YES,149.0,9.0,0.06,0,0.0,0.0,3.0,0.0,0.0,13.0,9.0,0.751,1.0,missing,,N,2.3,2.35,0.1,1.05,11,11,0.884,29,5.98,T,N,1.27,1.48,0.46,2.06,missing,missing
3185,ASTEROID,COMET,YES,149.0,5.0,0.034,0,0.005,1.0,3.0,0.0749,6.0,13.0,4.0,0.194,1.0,missing,,N,2.3,2.35,0.1,1.05,14,5,0.07,2,missing,,N,missing,missing,missing,missing,missing,missing
3186,ASTEROID,GAME,YES,149.0,6.0,0.04,0,0.001,1.0,3.0,0.0,0.0,13.0,8.0,0.751,1.0,missing,,N,2.3,2.35,0.1,1.05,13,13,0.797,123,4.72,N,N,1.62,1.78,0.62,2.34,missing,missing
3187,ASTEROID,JETSONS,NO,149.0,2.0,0.013,missing,0.0,0.0,0.0,0.0,0.0,13.0,10.0,0.811,1.0,missing,,N,2.3,2.35,0.1,1.05,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
3188,ASTEROID,METEOR,YES,149.0,16.0,0.107,0.055,0.001,1.0,3.0,0.0771,6.0,13.0,3.0,0.12,1.0,missing,,N,2.3,2.35,0.1,1.05,16,8,0.302,3,missing,,N,3.47,5.72,0.2,1.17,1,0.041
3189,ASTEROID,PLANET,YES,149.0,10.0,0.067,0,0.014,4.0,3.0,0.0211,2.0,13.0,5.0,0.207,1.0,missing,,N,2.3,2.35,0.1,1.05,9,7,0.799,21,5.64,,N,3.56,2.73,0.78,2.34,missing,missing
3190,ASTEROID,ROCK,YES,149.0,11.0,0.074,0,0.008,1.0,3.0,0.0023,1.0,13.0,7.0,0.509,1.0,missing,,N,2.3,2.35,0.1,1.05,13,12,0.8,75,6.03,N,N,0.46,1.33,0.54,2.85,missing,missing
3191,ASTEROID,SKY,YES,149.0,2.0,0.013,0,0.03,3.0,3.0,0.0044,2.0,13.0,5.0,0.261,1.0,missing,,N,2.3,2.35,0.1,1.05,12,9,0.878,58,5.32,,N,1.18,1.56,0.82,2.03,missing,missing
3192,ASTEROID,SOLAR SYSTEM,NO,149.0,2.0,0.013,missing,0.0,0.0,0.0,0.0,0.0,13.0,10.0,0.811,1.0,missing,,N,2.3,2.35,0.1,1.05,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
3193,ASTEROID,SPACE,YES,149.0,41.0,0.275,0,0.034,5.0,3.0,0.0128,2.0,13.0,4.0,0.194,1.0,missing,,N,2.3,2.35,0.1,1.05,25,20,0.582,184,3.59,,N,1.91,4.08,0.68,2.76,missing,missing
3194,ASTEROID,STAR,YES,149.0,18.0,0.121,0,0.045,6.0,3.0,0.0089,3.0,13.0,3.0,0.12,1.0,missing,,N,2.3,2.35,0.1,1.05,16,11,0.609,25,5.59,N,N,2.5,3.49,0.64,2.9,missing,missing
3195,ASTEROID,VIDEO,YES,149.0,3.0,0.02,0,0.0,0.0,3.0,0.0024,1.0,13.0,8.0,0.751,1.0,missing,,N,2.3,2.35,0.1,1.05,16,11,0.68,2,missing,,N,missing,missing,missing,missing,missing,missing
3329,ATTACK,ASSAULT,YES,148.0,4.0,0.027,0.169,0.002,1.0,0.0,0.0186,7.0,20.0,12.0,0.461,105.0,3.87,,V,2.7,4.89,0.2,1.3,18,7,0.232,15,missing,,V,3.2,4.09,0.2,1.06,1,0.014
3330,ATTACK,BATTLE,YES,148.0,2.0,0.014,0,0.002,2.0,0.0,0.0143,1.0,20.0,17.0,0.71,105.0,3.87,,V,2.7,4.89,0.2,1.3,15,12,0.681,87,5.16,,N,1.46,2.62,0.31,1.06,missing,missing
3331,ATTACK,BEAT,YES,148.0,3.0,0.02,0,0.017,4.0,0.0,0.0123,5.0,20.0,11.0,0.374,105.0,3.87,,V,2.7,4.89,0.2,1.3,17,11,0.434,68,3.67,G,V,1.25,2.18,0.5,1.74,missing,missing
3332,ATTACK,BITE,YES,148.0,2.0,0.014,0,0.0,0.0,0.0,0.0404,4.0,20.0,15.0,0.528,105.0,3.87,,V,2.7,4.89,0.2,1.3,19,14,0.392,10,4.32,,V,1.28,3.51,0.39,1.5,missing,missing
3333,ATTACK,DEFEND,YES,148.0,8.0,0.054,0,0.0,1.0,0.0,0.012,3.0,20.0,15.0,0.635,105.0,3.87,,V,2.7,4.89,0.2,1.3,17,14,0.56,21,3.4,,V,1.29,2.38,0.18,1.27,missing,missing
3334,ATTACK,DOG,YES,148.0,24.0,0.162,0,0.003,1.0,0.0,0.0,0.0,20.0,18.0,0.69,105.0,3.87,,V,2.7,4.89,0.2,1.3,5,5,0.846,75,5.75,,N,0.4,1,0.8,2.56,missing,missing
3335,ATTACK,FEAR,YES,148.0,2.0,0.014,0,0.003,2.0,0.0,0.0,0.0,20.0,17.0,0.697,105.0,3.87,,V,2.7,4.89,0.2,1.3,17,15,0.692,127,3.22,,N,1.4,1.91,0.67,1.8,missing,missing
3336,ATTACK,FIGHT,YES,148.0,13.0,0.088,0,0.013,8.0,0.0,0.0065,5.0,20.0,9.0,0.487,105.0,3.87,,V,2.7,4.89,0.2,1.3,24,17,0.531,98,4.16,,V,2.05,4.01,0.5,4.37,missing,missing
3337,ATTACK,HARM,YES,148.0,2.0,0.014,0,0.001,2.0,0.0,0.031,2.0,20.0,16.0,0.758,105.0,3.87,,V,2.7,4.89,0.2,1.3,9,7,0.204,25,2.9,,N,1.89,4.29,0.11,1.01,missing,missing
3338,ATTACK,HEART,YES,148.0,11.0,0.074,0.079,0.0,1.0,0.0,0.0037,1.0,20.0,18.0,0.772,105.0,3.87,,V,2.7,4.89,0.2,1.3,16,13,0.558,173,6.02,,N,1.4,1.89,0.53,1.97,1,0.011
3339,ATTACK,HIT,YES,148.0,3.0,0.02,0,0.01,6.0,0.0,0.0045,3.0,20.0,13.0,0.617,105.0,3.87,,V,2.7,4.89,0.2,1.3,18,14,0.685,115,4.39,G,V,1.18,2.46,0.47,1.82,missing,missing
3340,ATTACK,HURT,YES,148.0,7.0,0.047,0,0.04,10.0,0.0,0.0145,3.0,20.0,9.0,0.406,105.0,3.87,,V,2.7,4.89,0.2,1.3,12,9,0.29,37,3.66,,V,1.17,2.03,0.83,3.56,missing,missing
3341,ATTACK,KILL,YES,148.0,9.0,0.061,0,0.007,6.0,0.0,0.0008,2.0,20.0,11.0,0.413,105.0,3.87,,V,2.7,4.89,0.2,1.3,19,15,0.697,63,3.77,,V,2.06,3.29,0.47,2.61,missing,missing
3342,ATTACK,KNIFE,YES,148.0,2.0,0.014,0,0.002,2.0,0.0,0.0018,2.0,20.0,15.0,0.642,105.0,3.87,,V,2.7,4.89,0.2,1.3,13,11,0.904,76,6.08,,N,1.46,2.72,0.69,2.79,missing,missing
3343,ATTACK,MUG,YES,148.0,4.0,0.027,0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,0.839,105.0,3.87,,V,2.7,4.89,0.2,1.3,9,8,0.883,1,5.72,N,N,1.75,2.57,0.5,1.1,missing,missing
3344,ATTACK,PAIN,YES,148.0,4.0,0.027,0,0.025,3.0,0.0,0.0261,2.0,20.0,15.0,0.75,105.0,3.87,,V,2.7,4.89,0.2,1.3,13,10,0.218,88,4.22,,N,0.92,1.82,0.5,3.54,missing,missing
3345,ATTACK,POUNCE,YES,148.0,4.0,0.027,0.027,0.0,0.0,0.0,0.0012,2.0,20.0,17.0,0.799,105.0,3.87,,V,2.7,4.89,0.2,1.3,14,8,0.674,0,missing,,V,0.55,1.29,0.09,1.03,0,0
3346,ATTACK,RAPE,YES,148.0,19.0,0.128,0.021,0.001,1.0,0.0,0.0042,6.0,20.0,13.0,0.549,105.0,3.87,,V,2.7,4.89,0.2,1.3,26,17,0.6,5,4.68,,N,2.88,5.61,0.29,1.45,1,0.039
3347,ATTACK,VIOLENT,YES,148.0,3.0,0.02,0,0.01,3.0,0.0,0.004,3.0,20.0,15.0,0.596,105.0,3.87,,V,2.7,4.89,0.2,1.3,24,20,0.639,33,2.86,,AJ,1.83,5.05,0.26,1.12,missing,missing
3348,ATTACK,WEAPON,YES,148.0,2.0,0.014,0,0.002,1.0,0.0,0.0055,3.0,20.0,15.0,0.696,105.0,3.87,,V,2.7,4.89,0.2,1.3,7,4,0.687,42,6.38,,N,1.57,1.16,0.29,1.04,missing,missing
4341,BAPTIST,CATHOLIC,YES,153.0,15.0,0.098,0.014,0.053,7.0,0.0,0.1081,6.0,12.0,4.0,0.131,17.0,missing,,N,4.42,6.43,0.33,1.15,16,7,0.189,84,3.08,,AJ,3.86,5.08,0.79,2.21,7,0.743
4342,BAPTIST,CHRISTIAN,YES,153.0,4.0,0.026,0,0.014,6.0,0.0,0.0909,6.0,12.0,3.0,0.118,17.0,missing,,N,4.42,6.43,0.33,1.15,13,7,0.145,144,missing,,N,4.92,6.59,0.62,1.22,missing,missing
4343,BAPTIST,CHURCH,YES,153.0,41.0,0.268,0,0.1,9.0,0.0,0.0368,5.0,12.0,2.0,0.072,17.0,missing,,N,4.42,6.43,0.33,1.15,15,9,0.276,348,5.82,,N,2.14,3.23,1,3.93,missing,missing
4344,BAPTIST,GOD,YES,153.0,2.0,0.013,0,0.133,6.0,0.0,0.0201,2.0,12.0,5.0,0.222,17.0,missing,,N,4.42,6.43,0.33,1.15,23,18,0.663,318,3.61,,N,1.75,2.67,0.7,4.4,missing,missing
4345,BAPTIST,JEWISH,YES,153.0,6.0,0.039,0,0.026,5.0,0.0,0.0426,4.0,12.0,6.0,0.412,17.0,missing,,N,4.42,6.43,0.33,1.15,23,14,0.401,74,missing,,AJ,missing,missing,missing,missing,missing,missing
4346,BAPTIST,METHODIST,YES,153.0,6.0,0.039,0.092,0.0,1.0,0.0,0.17,7.0,12.0,4.0,0.105,17.0,missing,,N,4.42,6.43,0.33,1.15,8,0,0,13,missing,,N,4.12,4.31,0.25,1.07,1,0.027
4347,BAPTIST,MINISTER,YES,153.0,7.0,0.046,0,0.003,1.0,0.0,0.103,4.0,12.0,7.0,0.261,17.0,missing,,N,4.42,6.43,0.33,1.15,12,5,0.323,61,5.75,,N,missing,missing,missing,missing,missing,missing
4348,BAPTIST,PREACHER,YES,153.0,6.0,0.039,0,0.014,3.0,0.0,0.0853,4.0,12.0,6.0,0.222,17.0,missing,,N,4.42,6.43,0.33,1.15,19,10,0.349,11,missing,,N,missing,missing,missing,missing,missing,missing
4349,BAPTIST,PROTESTANT,YES,153.0,2.0,0.013,0,0.007,2.0,0.0,0.0581,5.0,12.0,6.0,0.392,17.0,missing,,N,4.42,6.43,0.33,1.15,10,2,0.055,51,missing,,N,2.71,2.26,0.29,1.11,missing,missing
4350,BAPTIST,RELIGION,YES,153.0,34.0,0.222,0.027,0.084,8.0,0.0,0.0634,5.0,12.0,3.0,0.059,17.0,missing,,N,4.42,6.43,0.33,1.15,14,6,0.15,119,3.71,,N,3.33,3.65,0.83,2.47,8,1.086
4351,BAPTIST,RELIGIOUS,YES,153.0,2.0,0.013,0,0.012,5.0,0.0,0.0396,5.0,12.0,5.0,0.379,17.0,missing,,N,4.42,6.43,0.33,1.15,19,9,0.238,165,missing,,AJ,missing,missing,missing,missing,missing,missing
4352,BAPTIST,SOUTHERN,YES,153.0,5.0,0.033,0.02,0.0,0.0,0.0,0.0,0.0,12.0,11.0,0.816,17.0,missing,,N,4.42,6.43,0.33,1.15,21,8,0.224,137,missing,,AJ,missing,missing,missing,missing,missing,missing
4562,BASIC,ADVANCED,NO,138.0,6.0,0.043,missing,0.0,0.0,0.0,0.0,0.0,20.0,16.0,0.669,171.0,missing,,AJ,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
4563,BASIC,AVERAGE,YES,138.0,2.0,0.014,0,0.001,2.0,4.0,0.0003,1.0,20.0,13.0,0.627,171.0,missing,,AJ,missing,missing,missing,missing,19,17,0.677,130,2.35,G,N,1.72,2.1,0.61,1.67,missing,missing
4564,BASIC,BEGIN,YES,138.0,5.0,0.036,0,0.0,0.0,4.0,0.0,0.0,20.0,15.0,0.633,171.0,missing,,AJ,missing,missing,missing,missing,5,5,0.917,84,2.38,,V,2.2,2.54,0.8,1.62,missing,missing
4565,BASIC,COMPLEX,YES,138.0,6.0,0.043,0,0.012,1.0,4.0,0.0531,4.0,20.0,11.0,0.221,171.0,missing,,AJ,missing,missing,missing,missing,13,6,0.175,91,2.53,,AJ,1.6,3.82,0.3,1.24,missing,missing
4566,BASIC,COMPUTER,YES,138.0,5.0,0.036,0,0.0,0.0,4.0,0.0,0.0,20.0,15.0,0.633,171.0,missing,,AJ,missing,missing,missing,missing,33,25,0.637,13,6.15,,N,missing,missing,missing,missing,missing,missing
4567,BASIC,DIFFICULT,YES,138.0,2.0,0.014,0,0.016,3.0,4.0,0.0666,2.0,20.0,11.0,0.221,171.0,missing,,AJ,missing,missing,missing,missing,3,1,0.022,161,2.38,,AJ,1,1.56,0.33,1.02,missing,missing
4568,BASIC,DUMB,YES,138.0,2.0,0.014,0,0.0,1.0,4.0,0.0,0.0,20.0,14.0,0.641,171.0,missing,,AJ,missing,missing,missing,missing,4,4,0.826,13,3.36,,AJ,0.5,1.08,0.75,2.11,missing,missing
4569,BASIC,EASY,YES,138.0,20.0,0.145,0,0.089,5.0,4.0,0.0448,3.0,20.0,10.0,0.207,171.0,missing,,AJ,missing,missing,missing,missing,8,5,0.117,125,2.81,G,V,0.38,1.64,0.63,1.74,missing,missing
4570,BASIC,FUNDAMENTAL,NO,138.0,5.0,0.036,missing,0.0,0.0,0.0,0.0,0.0,20.0,16.0,0.669,171.0,missing,,AJ,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
4571,BASIC,GENERAL,YES,138.0,2.0,0.014,0.063,0.0,0.0,4.0,0.0026,3.0,20.0,12.0,0.467,171.0,missing,,AJ,missing,missing,missing,missing,21,14,0.497,497,4.04,P,AJ,0.72,2.01,0.39,1.29,0,0
4572,BASIC,HARD,YES,138.0,6.0,0.043,0,0.148,4.0,4.0,0.0049,1.0,20.0,11.0,0.221,171.0,missing,,AJ,missing,missing,missing,missing,10,9,0.818,202,4.21,N,AJ,1,1.24,0.9,2.66,missing,missing
