Cues,Targets,Target Normed?,Sample Size,# Subjects Producing Target ,Forward Strength,Backward Strength,Mediated Strength,# Mediated Associates,# Non-Normed Potential Mediators,Shared Associate Strength,# Shared Associates,Cue Set Size,# Cue Competitors,Cue Competitor Strength,Cue Frequency (K&F),Cue Concreteness(Scale 1-7),Cue Homograph? (Letter=Yes),Cue Part of Speech,Mean Cue Connectivity,Cue Connectivity Strength,Cue Resonance Probability,Cue Resonance Strength,Target Set Size,# Target Competitors,Target Competitor Strength,Target Frequency (K&F),Target Concreteness(Scale 1-7),Target Homograph? (Letter=Yes),Target Part of Speech,Mean Target Connectivity,Target Connectivity Strength,Target Resonance Probability,Target Resonance Strength,# of Other Associate Links to Target,Strength of Other Associate Links to Target
TAG,DUG,NO,152,4,0.026,0,0,0,0,0,0,21,18,0.728,5,missing,N,N,1.11,1.72,0.11,1.18,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
TAG,FAG,NO,152,2,0.013,0,0,0,0,0,0,21,18,0.728,5,missing,N,N,1.11,1.72,0.11,1.18,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
TAG,FOOTBALL,YES,152,4,0.026,0,0.0087,1,3,0.0016,2,21,15,0.636,5,missing,N,N,1.11,1.72,0.11,1.18,23,19,0.723,36,5.75,,,3.14,5.24,0.67,2.98,missing,missing
TAG,FREEZE,YES,152,2,0.013,0,0,0,3,0,0,21,17,0.715,5,missing,N,N,1.11,1.72,0.11,1.18,15,14,0.846,6,4.63,,,2.79,4.84,0.36,1.4,missing,missing
TAG,GRAB,YES,152,22,0.145,0,0.0002,1,3,0.0028,1,21,15,0.511,5,missing,N,N,1.11,1.72,0.11,1.18,18,15,0.73,16,missing,,,1.44,3.48,0.5,1.72,missing,missing
TAG,HANG,YES,152,2,0.013,0,0,0,3,0.0053,1,21,16,0.656,5,missing,N,N,1.11,1.72,0.11,1.18,29,26,0.642,26,3.88,N,V,1.56,3.71,0.19,1.49,missing,missing
TAG,HIT,YES,152,9,0.059,0,0,0,3,0.0004,1,21,16,0.63,5,missing,N,N,1.11,1.72,0.11,1.18,18,16,0.767,115,4.39,G,V,1.18,2.46,0.47,1.82,missing,missing
TAG,IT,NO,152,4,0.026,0,0,0,0,0,0,21,18,0.728,5,missing,N,N,1.11,1.72,0.11,1.18,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
TAG,LABEL,YES,152,6,0.039,0.121,0,0,3,0.0056,3,21,14,0.518,5,missing,N,N,1.11,1.72,0.11,1.18,23,17,0.432,19,missing,G,N,1.38,2.51,0.1,1.08,0,0
TAG,LICENSE,YES,152,6,0.039,0,0,0,3,0.0038,2,21,15,0.637,5,missing,N,N,1.11,1.72,0.11,1.18,11,6,0.522,36,missing,,,0.25,1.44,0,1,missing,missing
TAG,PLAY,YES,152,3,0.02,0,0.0018,2,3,0,0,21,15,0.636,5,missing,N,N,1.11,1.72,0.11,1.18,21,20,0.706,200,4.22,P,V,1.3,3.08,0.45,1.96,missing,missing
TAG,PRICE,YES,152,13,0.086,0.061,0.0017,3,3,0.0002,1,21,14,0.564,5,missing,N,N,1.11,1.72,0.11,1.18,12,10,0.793,108,3.76,,,2.17,3.99,0.33,1.35,3,0.062
TAG,SALE,YES,152,2,0.013,0,0.002,2,3,0.0095,3,21,13,0.518,5,missing,N,N,1.11,1.72,0.11,1.18,17,13,0.629,44,3.6,,,3.25,5.55,0.44,1.46,missing,missing
TAG,STICKER,YES,152,4,0.026,0,0.0032,1,3,0.0031,2,21,14,0.538,5,missing,N,N,1.11,1.72,0.11,1.18,19,15,0.623,0,missing,G,N,1,2.97,0.12,1.21,missing,missing
TAG,TEAM,YES,152,7,0.046,0,0.0007,1,3,0.0055,2,21,15,0.636,5,missing,N,N,1.11,1.72,0.11,1.18,17,13,0.597,83,4.81,,,2.53,3.09,0.33,1.49,missing,missing
TAG,TICKET,YES,152,2,0.013,0,0.0005,1,3,0.0004,1,21,15,0.663,5,missing,N,N,1.11,1.72,0.11,1.18,19,17,0.734,16,7,G,N,0.89,2.16,0.28,1.57,missing,missing
TAG,TOUCH,YES,152,9,0.059,0,0.007,1,3,0,0,21,16,0.524,5,missing,N,N,1.11,1.72,0.11,1.18,10,10,0.902,87,4.48,,,1.6,2.6,0.6,1.56,missing,missing
TAIL,ANIMAL,YES,146,5,0.034,0,0.008,4,0,0.0856,2,17,11,0.419,24,6.09,G,N,1.24,4.74,0.18,1.77,28,25,0.376,68,5.65,,,1.81,4.45,0.74,3.94,missing,missing
TAIL,BONE,YES,146,2,0.014,0,0,0,0,0.0641,2,17,14,0.509,24,6.09,G,N,1.24,4.74,0.18,1.77,19,15,0.528,33,5.75,,,1.53,3.26,0.35,2.55,missing,missing
TAIL,BUNNY,YES,146,2,0.014,0,0,0,0,0.0005,1,17,15,0.811,24,6.09,G,N,1.24,4.74,0.18,1.77,7,4,0.871,1,6.23,,,1.2,1.13,0.6,1.31,missing,missing
TAIL,BUTT,YES,146,3,0.021,0,0.0016,1,0,0.0089,3,17,13,0.598,24,6.09,G,N,1.24,4.74,0.18,1.77,14,11,0.434,12,missing,,,0.79,1.44,0.21,1.21,missing,missing
TAIL,CAT,YES,146,16,0.11,0,0.178,4,0,0.1303,2,17,12,0.433,24,6.09,G,N,1.24,4.74,0.18,1.77,3,1,0.16,23,6.21,,,0,0.93,1,3,missing,missing
TAIL,COAT,YES,146,4,0.027,0,0,0,0,0,0,17,16,0.832,24,6.09,G,N,1.24,4.74,0.18,1.77,17,16,0.854,43,5.83,N,N,1.56,2.8,0.5,2.61,missing,missing
TAIL,DOG,YES,146,36,0.247,0,0.0754,4,0,0.0743,2,17,12,0.406,24,6.09,G,N,1.24,4.74,0.18,1.77,5,3,0.153,75,5.75,,,0.4,1,0.8,2.56,missing,missing
TAIL,DONKEY,YES,146,2,0.014,0,0,0,0,0.0016,1,17,15,0.811,24,6.09,G,N,1.24,4.74,0.18,1.77,10,8,0.799,1,6.67,,,0.67,1.68,0.44,1.32,missing,missing
TAIL,END,YES,146,20,0.137,0,0.0043,2,0,0,0,17,14,0.687,24,6.09,G,N,1.24,4.74,0.18,1.77,8,7,0.858,410,3.16,G,N,1.43,2.35,0.57,1.84,missing,missing
TAIL,GATE,YES,146,2,0.014,0,0,0,0,0,0,17,16,0.845,24,6.09,G,N,1.24,4.74,0.18,1.77,12,11,0.853,37,5.69,,,2,3.48,0.18,1.1,missing,missing
TAIL,HEAD,YES,146,13,0.089,0.072,0.0013,2,0,0,0,17,14,0.735,24,6.09,G,N,1.24,4.74,0.18,1.77,15,14,0.774,424,5.98,N,N,0.87,1.56,0.6,2.38,2,0.068
TAIL,LONG,YES,146,2,0.014,0,0,0,0,0,0,17,16,0.845,24,6.09,G,N,1.24,4.74,0.18,1.77,13,12,0.765,755,3.68,,,1.25,2.54,0.42,1.4,missing,missing
TAIL,MOUSE,YES,146,2,0.014,0,0.0348,2,0,0.0616,2,17,14,0.714,24,6.09,G,N,1.24,4.74,0.18,1.77,10,8,0.252,10,6.12,,,1.3,3.16,0.7,2.17,missing,missing
TAIL,RAT,YES,146,3,0.021,0.02,0.0012,1,0,0.0137,3,17,13,0.68,24,6.09,G,N,1.24,4.74,0.18,1.77,19,10,0.347,6,6.11,G,N,1.29,2.76,0.43,1.8,1,0.087
TAIL,REAR,YES,146,2,0.014,0,0.0017,1,0,0.0397,2,17,14,0.687,24,6.09,G,N,1.24,4.74,0.18,1.77,9,7,0.495,51,3.98,T,N,1.33,3.11,0.33,1.11,missing,missing
TAIL,TUXEDO,YES,146,4,0.027,0,0,0,0,0,0,17,16,0.832,24,6.09,G,N,1.24,4.74,0.18,1.77,11,9,0.859,0,missing,,,2,2.15,0.33,1.18,missing,missing
TAIL,WAG,YES,146,7,0.048,0.68,0,0,0,0.0279,1,17,15,0.564,24,6.09,G,N,1.24,4.74,0.18,1.77,6,4,0.099,0,missing,G,V,0.83,1.37,0.17,1.05,0,0
TAKE,AWAY,YES,170,7,0.039,0,0.0154,4,0,0.0018,2,11,6,0.268,611,3.2,,,2.55,2.91,0.73,2.42,17,14,0.731,456,2.53,,,2.44,5.68,0.38,1.29,missing,missing
TAKE,GET,YES,170,8,0.047,0.122,0.0526,5,0,0.0479,6,11,4,0.168,611,3.2,,,2.55,2.91,0.73,2.42,23,15,0.31,750,2.86,G,V,2.59,5.24,0.46,2.51,5,0.953
TAKE,GIVE,YES,170,70,0.412,0.444,0.0164,4,0,0.0097,3,11,5,0.095,611,3.2,,,2.55,2.91,0.73,2.42,13,8,0.144,291,3.18,,,2.25,3.33,0.67,2.57,4,0.354
TAKE,GRAB,YES,170,7,0.039,0.333,0.0013,2,0,0.0031,2,11,7,0.562,611,3.2,,,2.55,2.91,0.73,2.42,18,13,0.404,16,missing,,,1.44,3.48,0.5,1.72,2,0.036
TAKE,HAVE,YES,170,4,0.022,0.022,0.0032,2,0,0.03,3,11,6,0.246,611,3.2,,,2.55,2.91,0.73,2.42,15,11,0.622,3941,2.44,,,1.93,4.2,0.33,1.4,2,0.113
TAKE,HOME,YES,170,3,0.017,0,0.0038,2,0,0.0016,1,11,8,0.727,611,3.2,,,2.55,2.91,0.73,2.42,15,14,0.728,547,6.25,,,1.47,2.12,0.4,1.9,missing,missing
TAKE,LEAVE,YES,170,2,0.011,0.021,0.001,1,0,0.0017,2,11,8,0.727,611,3.2,,,2.55,2.91,0.73,2.42,18,14,0.731,205,3.1,,,2.12,2.55,0.65,2.01,1,0.027
TAKE,OBTAIN,YES,170,3,0.017,0.09,0.0031,2,0,0.0299,5,11,5,0.49,611,3.2,,,2.55,2.91,0.73,2.42,16,10,0.181,42,2.88,,,3.44,4.89,0.25,1.11,2,0.064
TAKE,RECEIVE,YES,170,9,0.05,0.07,0.0524,4,0,0.0917,3,11,6,0.246,611,3.2,,,2.55,2.91,0.73,2.42,15,11,0.294,76,2.98,,,1.93,5.12,0.53,1.61,4,0.294
TAKE,SELFISH,YES,170,2,0.011,0,0,0,0,0,0,11,10,0.783,611,3.2,,,2.55,2.91,0.73,2.42,17,14,0.573,8,missing,,,1.86,2.55,0.21,1.09,missing,missing
TAKE,STEAL,YES,170,22,0.129,0.328,0.0009,2,0,0.0045,1,11,7,0.197,611,3.2,,,2.55,2.91,0.73,2.42,17,14,0.427,5,3.59,,,2.56,3.44,0.44,2.41,2,0.035
TALE,BOOK,YES,180,3,0.017,0,0.2468,1,0,0,0,14,12,0.267,21,3.39,,,1.43,3.09,0.36,1.98,15,14,0.912,193,6.09,,,1.57,2.27,0.71,3.11,missing,missing
TALE,DOG,YES,180,2,0.011,0,0.0042,1,0,0,0,14,12,0.845,21,3.39,,,1.43,3.09,0.36,1.98,5,5,0.846,75,5.75,,,0.4,1,0.8,2.56,missing,missing
TALE,END,YES,180,2,0.011,0,0.0023,1,0,0.0002,1,14,11,0.834,21,3.39,,,1.43,3.09,0.36,1.98,8,6,0.841,410,3.16,G,N,1.43,2.35,0.57,1.84,missing,missing
TALE,FABLE,YES,180,2,0.011,0.295,0.0083,1,0,0.2851,3,14,10,0.178,21,3.39,,,1.43,3.09,0.36,1.98,8,3,0.039,2,4.51,,,1,2.27,0.29,1.02,1,0.014
TALE,FAIRY,YES,180,12,0.067,0.543,0.0002,1,0,0.0171,1,14,11,0.206,21,3.39,,,1.43,3.09,0.36,1.98,13,6,0.177,6,4.49,,,0.75,0,0.5,0,1,0.019
TALE,FRONT,YES,180,2,0.011,0,0.0002,1,0,0,0,14,12,0.851,21,3.39,,,1.43,3.09,0.36,1.98,5,5,0.861,221,4.14,N,N,0.2,1.03,0.4,1.67,missing,missing
TALE,LIE,YES,180,5,0.028,0.015,0.0008,2,0,0.0002,1,14,11,0.817,21,3.39,,,1.43,3.09,0.36,1.98,18,14,0.747,59,4.04,N,V,1.81,2.29,0.69,4,2,0.052
TALE,MOUTH,YES,180,2,0.011,0,0.0006,1,0,0.0004,1,14,12,0.829,21,3.39,,,1.43,3.09,0.36,1.98,19,18,0.876,103,5.47,,,1.58,5.23,0.47,2.11,missing,missing
TALE,SAY,YES,180,2,0.011,0,0.0034,2,0,0.0104,2,14,11,0.812,21,3.39,,,1.43,3.09,0.36,1.98,13,10,0.542,504,missing,,,1.33,2.8,0.33,1.22,missing,missing
TALE,SPEAK,YES,180,6,0.033,0,0.0053,3,0,0.0004,2,14,10,0.801,21,3.39,,,1.43,3.09,0.36,1.98,16,14,0.84,110,4.15,,,2.12,5.84,0.56,1.94,missing,missing
TALE,STORY,YES,180,106,0.589,0.108,0.0085,3,0,0.0082,3,14,9,0.172,21,3.39,,,1.43,3.09,0.36,1.98,14,9,0.224,153,4.18,N,N,1.38,3.66,0.46,2.71,3,0.582
TALE,TAIL,YES,180,3,0.017,0,0,0,0,0.0042,2,14,11,0.834,21,3.39,,,1.43,3.09,0.36,1.98,17,15,0.475,24,6.09,G,N,1.24,4.74,0.18,1.77,missing,missing
TALE,TALL,YES,180,7,0.039,0,0,0,0,0,0,14,13,0.834,21,3.39,,,1.43,3.09,0.36,1.98,9,8,0.873,55,4.35,,,1.25,2.53,0.63,1.95,missing,missing
TALE,TELL,YES,180,3,0.017,0.028,0.0325,3,0,0.0488,4,14,9,0.195,21,3.39,,,1.43,3.09,0.36,1.98,19,10,0.329,268,3.02,,,2.33,5.14,0.6,1.94,3,0.105
TALENT,ABILITY,YES,145,7,0.048,0.035,0.0092,1,0,0.005,1,16,14,0.644,40,2.88,,,1.75,2.16,0.31,1.29,22,16,0.546,74,2.03,,,2,2.85,0.5,1.87,1,0.102
TALENT,ACT,YES,145,4,0.028,0,0,0,0,0.0017,2,16,13,0.671,40,2.88,,,1.75,2.16,0.31,1.29,16,13,0.737,283,3.79,T,N,1.67,1.93,0.4,1.89,missing,missing
TALENT,ACTOR,YES,145,4,0.028,0,0.0033,3,0,0,0,16,12,0.56,40,2.88,,,1.75,2.16,0.31,1.29,14,11,0.878,24,5.45,,,1.45,2.35,0.55,1.68,missing,missing
TALENT,ART,YES,145,4,0.028,0.053,0.0033,3,0,0.0039,2,16,11,0.457,40,2.88,,,1.75,2.16,0.31,1.29,17,13,0.694,208,4.36,,,1.31,2.18,0.5,2.04,3,0.081
TALENT,ARTIST,YES,145,2,0.014,0.015,0.0003,1,0,0.0011,1,16,13,0.719,40,2.88,,,1.75,2.16,0.31,1.29,12,9,0.792,57,5.65,,,1.82,2.73,0.73,1.4,1,0.015
TALENT,DANCE,YES,145,10,0.069,0,0.0112,4,0,0.0093,2,16,11,0.437,40,2.88,,,1.75,2.16,0.31,1.29,19,17,0.516,90,4.98,,,1.47,4.22,0.58,2.1,missing,missing
TALENT,DANCER,YES,145,4,0.028,0,0.0032,1,0,0.0068,4,16,11,0.471,40,2.88,,,1.75,2.16,0.31,1.29,23,13,0.504,31,5.54,,,1.53,0,0.24,0,missing,missing
TALENT,GIFT,YES,145,14,0.097,0,0,0,0,0,0,16,15,0.685,40,2.88,,,1.75,2.16,0.31,1.29,16,16,0.931,33,5.28,,,1.5,3.12,0.5,1.69,missing,missing
TALENT,MUSIC,YES,145,7,0.048,0,0.0163,6,0,0.004,4,16,9,0.519,40,2.88,,,1.75,2.16,0.31,1.29,25,21,0.666,216,5.15,,,2.64,6.34,0.88,4.28,missing,missing
TALENT,PIANO,YES,145,2,0.014,0,0.001,1,0,0.011,1,16,14,0.72,40,2.88,,,1.75,2.16,0.31,1.29,14,12,0.635,38,6.26,,,1.54,1.98,0.54,1.98,missing,missing
TALENT,SCOUT,YES,145,4,0.028,0,0,0,0,0,0,16,15,0.754,40,2.88,,,1.75,2.16,0.31,1.29,10,10,0.881,8,5.68,,,0.3,2.33,0.2,1.1,missing,missing
TALENT,SHOW,YES,145,21,0.145,0,0.0009,2,0,0.0027,2,16,11,0.484,40,2.88,,,1.75,2.16,0.31,1.29,24,21,0.753,287,3.93,G,V,1.52,3.66,0.44,1.86,missing,missing
TALENT,SING,YES,145,8,0.055,0,0.0071,4,0,0.007,2,16,11,0.561,40,2.88,,,1.75,2.16,0.31,1.29,17,14,0.733,34,4.12,,,2.69,4.17,0.5,2.92,missing,missing
TALENT,SINGER,YES,145,3,0.021,0.015,0.002,1,0,0.0112,5,16,10,0.588,40,2.88,,,1.75,2.16,0.31,1.29,20,9,0.431,10,6.35,,,2.47,3.65,0.33,1.29,1,0.072
TALENT,SKILL,YES,145,13,0.09,0.184,0.0027,1,0,0.0055,2,16,13,0.616,40,2.88,,,1.75,2.16,0.31,1.29,21,18,0.441,42,3.24,,,2.05,4.39,0.19,1.28,1,0.056
TALENT,SPECIAL,YES,145,6,0.041,0,0,0,0,0,0,16,15,0.741,40,2.88,,,1.75,2.16,0.31,1.29,20,18,0.648,245,missing,,,1.67,1.72,0.39,1.3,missing,missing
TALK,CHAT,NO,128,4,0.032,0,0,0,0,0,0,18,14,0.605,154,4.18,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
TALK,CHATTER,NO,128,7,0.056,0,0,0,0,0,0,18,14,0.605,154,4.18,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
TALK,COMMUNICATE,YES,128,6,0.048,0.652,0.0027,2,4,0.0255,2,18,11,0.335,154,4.18,,,missing,missing,missing,missing,6,3,0.083,13,missing,,,1.8,2.06,0.4,1.06,0,0
TALK,CONVERSATION,YES,128,3,0.024,0.642,0.0004,1,4,0.013,2,18,10,0.335,154,4.18,,,missing,missing,missing,missing,8,5,0.096,10,4.63,,,1.75,3.24,0.38,1.06,0,0
TALK,CONVERSE,NO,128,5,0.04,0,0,0,0,0,0,18,14,0.605,154,4.18,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
TALK,DISCUSS,YES,128,2,0.016,0.689,0,0,4,0.0018,2,18,12,0.565,154,4.18,,,missing,missing,missing,missing,6,3,0.099,28,missing,,,1.6,1.96,0.2,1.02,0,0
TALK,FAST,YES,128,2,0.016,0,0,0,4,0,0,18,13,0.589,154,4.18,,,missing,missing,missing,missing,7,7,0.883,78,2.93,N,AJ,1.43,1.71,1,3.02,missing,missing
TALK,GAB,NO,128,2,0.016,0,0,0,0,0,0,18,14,0.605,154,4.18,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
TALK,LISTEN,YES,128,13,0.103,0.094,0.008,1,4,0.0091,1,18,12,0.296,154,4.18,,,missing,missing,missing,missing,15,11,0.74,51,4.04,,,1.85,3.52,0.62,1.57,0,0
TALK,LOUD,YES,128,3,0.024,0,0.0111,4,4,0,0,18,9,0.287,154,4.18,,,missing,missing,missing,missing,11,9,0.829,20,3.93,,,1.78,2.7,0.78,2.08,missing,missing
TALK,PHONE,YES,128,3,0.024,0.145,0,0,4,0,0,18,13,0.581,154,4.18,,,missing,missing,missing,missing,10,9,0.739,54,6.02,,,0.8,1.37,0.7,2.03,0,0
TALK,SAY,YES,128,2,0.016,0.219,0.0037,2,4,0.0613,2,18,10,0.343,154,4.18,,,missing,missing,missing,missing,13,9,0.343,504,missing,,,1.33,2.8,0.33,1.22,0,0
TALK,SING,YES,128,5,0.04,0.028,0,0,4,0.0007,1,18,12,0.541,154,4.18,,,missing,missing,missing,missing,17,14,0.788,34,4.12,,,2.69,4.17,0.5,2.92,0,0
TALK,SPEAK,YES,128,26,0.206,0.6,0.0176,6,4,0.0059,5,18,5,0.112,154,4.18,,,missing,missing,missing,missing,16,10,0.157,110,4.15,,,2.12,5.84,0.56,1.94,0,0
TALK,SPEECH,YES,128,3,0.024,0.283,0.0011,3,4,0.0031,2,18,9,0.319,154,4.18,,,missing,missing,missing,missing,17,14,0.446,61,4.87,,,1.82,3.45,0.35,1.5,0,0
TALK,WHISPER,YES,128,4,0.032,0.061,0.0003,1,4,0.0061,3,18,10,0.327,154,4.18,,,missing,missing,missing,missing,16,11,0.703,12,4.08,,,2.47,7.18,0.27,1.12,0,0
TALK,WORDS,YES,128,2,0.016,0.048,0.0006,1,4,0.002,3,18,10,0.501,154,4.18,,,missing,missing,missing,missing,19,10,0.391,274,missing,,,1.93,0,0.43,0,0,0
TALK,YELL,YES,128,2,0.016,0.011,0.0042,2,4,0.0028,2,18,10,0.327,154,4.18,,,missing,missing,missing,missing,9,6,0.778,9,4.29,,,2.44,2.66,0.67,2.69,0,0
TALL,BIG,YES,148,5,0.034,0.02,0.0193,2,1,0.0343,1,9,5,0.765,55,4.35,,,1.25,2.53,0.63,1.95,9,7,0.284,360,2.83,,,1.44,2.87,0.67,2.5,2,0.371
TALL,HEIGHT,YES,148,2,0.014,0.394,0,0,1,0.0578,1,9,6,0.163,55,4.35,,,1.25,2.53,0.63,1.95,6,4,0.447,35,3.85,,,0.67,2.11,0.5,1.15,0,0
TALL,LANKY,NO,148,2,0.014,0,0,0,0,0,0,9,8,0.873,55,4.35,,,1.25,2.53,0.63,1.95,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
TALL,LEGS,YES,148,2,0.014,0,0.0003,1,1,0,0,9,6,0.839,55,4.35,,,1.25,2.53,0.63,1.95,13,11,0.88,58,6.04,,,1.18,2.2,0.46,2.25,missing,missing
TALL,MAN,YES,148,2,0.014,0,0,0,1,0,0,9,7,0.859,55,4.35,,,1.25,2.53,0.63,1.95,9,9,0.851,1207,6.14,,,0.56,1.35,0.67,2.14,missing,missing
TALL,SHORT,YES,148,103,0.696,0.417,0.003,2,1,0.0068,1,9,5,0.109,55,4.35,,,1.25,2.53,0.63,1.95,9,5,0.292,212,4.57,,,0.86,1.08,0.71,2.32,2,0.117
TALL,SKINNY,YES,148,3,0.02,0,0.0036,1,1,0.008,3,9,4,0.778,55,4.35,,,1.25,2.53,0.63,1.95,10,5,0.488,9,3.67,,,0.38,1.64,0.38,1.37,missing,missing
TALL,SMALL,YES,148,8,0.054,0.088,0.109,3,1,0.0356,2,9,4,0.062,55,4.35,,,1.25,2.53,0.63,1.95,9,5,0.386,542,3.98,,,1.88,3.08,0.88,3.46,3,0.777
TALL,THIN,YES,148,4,0.027,0.034,0.0053,1,1,0.0036,2,9,5,0.772,55,4.35,,,1.25,2.53,0.63,1.95,5,2,0.647,92,3.82,G,AJ,1.4,1.67,0.8,2.17,1,0.264
TAME,ANIMAL,YES,140,6,0.043,0,0.035,5,3,0.012,3,13,4,0.156,4,3.27,,,missing,missing,missing,missing,28,24,0.458,68,5.65,,,1.81,4.45,0.74,3.94,missing,missing
TAME,CALM,YES,140,15,0.107,0,0.0195,2,3,0.016,1,13,7,0.214,4,3.27,,,missing,missing,missing,missing,14,12,0.595,35,3.56,,,1.62,2.65,0.62,1.71,missing,missing
TAME,CONTROL,YES,140,2,0.014,0,0,0,3,0.0021,1,13,8,0.614,4,3.27,,,missing,missing,missing,missing,23,20,0.476,223,2.68,,,0.67,0.93,0.24,1.16,missing,missing
TAME,DOCILE,NO,140,4,0.029,0,0,0,0,0,0,13,10,0.735,4,3.27,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
TAME,DOG,YES,140,5,0.036,0,0.0225,3,3,0.0011,1,13,6,0.235,4,3.27,,,missing,missing,missing,missing,5,4,0.82,75,5.75,,,0.4,1,0.8,2.56,missing,missing
TAME,DOMESTIC,NO,140,2,0.014,0,0,0,0,0,0,13,10,0.735,4,3.27,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
TAME,HORSE,YES,140,3,0.021,0,0.0135,2,3,0.0038,2,13,6,0.235,4,3.27,,,missing,missing,missing,missing,16,11,0.69,117,6.03,,,1.15,2.03,0.77,4.71,missing,missing
TAME,LION,YES,140,7,0.05,0,0.0099,2,3,0.0132,2,13,7,0.613,4,3.27,,,missing,missing,missing,missing,15,10,0.338,17,6.14,,,1.75,2.78,0.83,2.66,missing,missing
TAME,MEEK,YES,140,2,0.014,0,0,0,3,0,0,13,9,0.721,4,3.27,,,missing,missing,missing,missing,16,13,0.639,10,3.37,,,2.08,4.13,0.15,1.05,missing,missing
TAME,SHREW,NO,140,5,0.036,0,0,0,0,0,0,13,10,0.735,4,3.27,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
TAME,TIGER,YES,140,4,0.029,0,0.0181,1,3,0.0166,2,13,7,0.613,4,3.27,,,missing,missing,missing,missing,15,13,0.441,7,6.07,,,1.13,3.17,0.2,1.43,missing,missing
TAME,TRAIN,YES,140,3,0.021,0,0,0,3,0,0,13,9,0.714,4,3.27,,,missing,missing,missing,missing,19,16,0.808,82,5.79,N,N,2.06,4.76,0.56,2.9,missing,missing
TAME,WILD,YES,140,56,0.4,0.063,0.0043,1,3,0.0097,4,13,5,0.128,4,3.27,,,missing,missing,missing,missing,15,7,0.302,56,3.72,,,1.17,0,0.42,0,0,0
TAMPA,AIRPORT,YES,147,4,0.027,0,0,0,4,0,0,14,9,0.784,0,missing,,,missing,missing,missing,missing,6,5,0.86,19,6.31,,,1.2,1.46,0,1,missing,missing
TAMPA,BAY,YES,147,17,0.116,0.174,0,0,4,0,0,14,9,0.695,0,missing,,,missing,missing,missing,missing,15,13,0.662,57,missing,,,2.14,3.89,0.14,1.21,0,0
TAMPA,BEACH,YES,147,2,0.014,0,0.0094,1,4,0,0,14,8,0.436,0,missing,,,missing,missing,missing,missing,16,16,0.919,61,6.08,,,2.25,3.29,0.75,2.89,missing,missing
TAMPA,BORING,YES,147,3,0.02,0,0.0002,1,4,0.0003,1,14,8,0.777,0,missing,,,missing,missing,missing,missing,16,12,0.722,5,2.65,,,1.46,3.18,0.46,1.95,missing,missing
TAMPA,CITY,YES,147,21,0.143,0.086,0,0,4,0,0,14,9,0.668,0,missing,,,missing,missing,missing,missing,18,15,0.763,393,5.41,,,1.19,2.66,0.63,2.83,0,0
TAMPA,DIRTY,YES,147,2,0.014,0,0,0,4,0,0,14,9,0.797,0,missing,,,missing,missing,missing,missing,15,14,0.824,36,4.08,,,0.64,1.41,0.36,2.55,missing,missing
TAMPA,FLORIDA,YES,147,53,0.361,0.026,0,0,4,0.0093,3,14,6,0.34,0,missing,,,missing,missing,missing,missing,16,10,0.668,20,6.1,,,1.36,0,0.5,0,0,0
TAMPA,HERE,YES,147,3,0.02,0,0,0,4,0,0,14,9,0.791,0,missing,,,missing,missing,missing,missing,4,4,0.908,750,2.81,,,0.5,0.99,0.75,1.82,missing,missing
TAMPA,HOME,YES,147,12,0.082,0,0.0383,1,4,0,0,14,8,0.368,0,missing,,,missing,missing,missing,missing,15,15,0.769,547,6.25,,,1.47,2.12,0.4,1.9,missing,missing
TAMPA,PALMS,NO,147,2,0.014,0,0,0,0,0,0,14,10,0.811,0,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
TAMPA,SCHOOL,YES,147,2,0.014,0,0.0076,2,4,0.0007,2,14,7,0.416,0,missing,,,missing,missing,missing,missing,22,19,0.79,492,5.25,T,N,3.35,4.18,0.7,2.65,missing,missing
TAMPA,SUCKS,NO,147,2,0.014,0,0,0,0,0,0,14,10,0.811,0,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
TAMPA,TAMPONS,NO,147,2,0.014,0,0,0,0,0,0,14,10,0.811,0,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
TAMPA,USF,NO,147,2,0.014,0,0,0,0,0,0,14,10,0.811,0,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
TAN,BEACH,YES,148,7,0.047,0,0.0089,1,0,0.0235,1,13,11,0.662,9,4.18,,,1.38,2.19,0.31,1.3,16,15,0.774,61,6.08,,,2.25,3.29,0.75,2.89,missing,missing
